text,label,filter_reason,source_log,timestamp,ip,path_with_query,status,user_agent
"GET / HTTP/1.1 STATUS=200 BYTES=13141 UA=""awesome_bot""",,bot_like_ua,2021-10-22,2021-10-22T03:13:32-07:00,20.109.115.205,/,200,awesome_bot
"GET /self.logs/ HTTP/1.1 STATUS=200 BYTES=32315 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua|log_file_path,2021-10-22,2021-10-22T03:16:55-07:00,51.222.253.13,/self.logs/,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET / HTTP/1.1 STATUS=200 BYTES=13142 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua,2021-10-22,2021-10-22T03:26:48-07:00,51.222.253.1,/,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /Datasets Description/Network/weird.html HTTP/1.1 STATUS=200 BYTES=1601 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua,2021-10-22,2021-10-22T03:31:25-07:00,51.222.253.14,/Datasets Description/Network/weird.html,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /Datasets Description/HTML_Bro_log_2/?C=M;O=D HTTP/1.1 STATUS=200 BYTES=788 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua,2021-10-22,2021-10-22T03:35:58-07:00,51.222.253.3,/Datasets Description/HTML_Bro_log_2/?C=M;O=D,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /Datasets Description/Network/notice.html HTTP/1.1 STATUS=200 BYTES=1606 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua,2021-10-22,2021-10-22T03:39:54-07:00,51.222.253.6,/Datasets Description/Network/notice.html,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /self.logs/access.log.2019-04-26.gz HTTP/1.1 STATUS=200 BYTES=23077 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua|static_asset|log_file_path,2021-10-22,2021-10-22T03:47:09-07:00,51.222.253.1,/self.logs/access.log.2019-04-26.gz,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /self.logs/access.log.2019-11-22.gz HTTP/1.1 STATUS=200 BYTES=24264 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua|static_asset|log_file_path,2021-10-22,2021-10-22T03:51:06-07:00,51.222.253.16,/self.logs/access.log.2019-11-22.gz,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /robots.txt HTTP/1.1 STATUS=200 BYTES=377 UA=""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)""",,bot_like_ua,2021-10-22,2021-10-22T03:52:26-07:00,66.249.66.158,/robots.txt,200,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
"GET /self.logs/error.log.2017-10-18.gz HTTP/1.1 STATUS=200 BYTES=2797 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua|static_asset|log_file_path,2021-10-22,2021-10-22T03:54:54-07:00,51.222.253.2,/self.logs/error.log.2017-10-18.gz,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /self.logs/error.log.2020-05-18.gz HTTP/1.1 STATUS=200 BYTES=918 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua|static_asset|log_file_path,2021-10-22,2021-10-22T03:58:45-07:00,51.222.253.8,/self.logs/error.log.2020-05-18.gz,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /self.logs/access.log.2020-01-14.gz HTTP/1.1 STATUS=200 BYTES=17693 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua|static_asset|log_file_path,2021-10-22,2021-10-22T04:02:18-07:00,51.222.253.10,/self.logs/access.log.2020-01-14.gz,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /Datasets Description/Network/tunnel.html HTTP/1.1 STATUS=200 BYTES=1426 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua,2021-10-22,2021-10-22T04:05:55-07:00,51.222.253.1,/Datasets Description/Network/tunnel.html,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /self.logs/error.log.2020-06-20 HTTP/1.1 STATUS=200 BYTES=307 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua|log_file_path,2021-10-22,2021-10-22T04:09:40-07:00,51.222.253.13,/self.logs/error.log.2020-06-20,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET / HTTP/1.1 STATUS=200 BYTES=13149 UA=""Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)""",,bot_like_ua,2021-10-22,2021-10-22T04:11:34-07:00,49.7.20.128,/,200,Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)
"GET /self.logs/access.log.2021-03-10.gz HTTP/1.1 STATUS=200 BYTES=29938 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua|static_asset|log_file_path,2021-10-22,2021-10-22T04:13:22-07:00,51.222.253.1,/self.logs/access.log.2021-03-10.gz,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /self.logs/error.log.2017-02-17.gz HTTP/1.1 STATUS=200 BYTES=874 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua|static_asset|log_file_path,2021-10-22,2021-10-22T04:17:00-07:00,51.222.253.12,/self.logs/error.log.2017-02-17.gz,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /self.logs/error.log.2020-11-21 HTTP/1.1 STATUS=200 BYTES=307 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua|log_file_path,2021-10-22,2021-10-22T04:20:32-07:00,51.222.253.9,/self.logs/error.log.2020-11-21,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /self.logs/access.log.2018-05-24.gz HTTP/1.1 STATUS=200 BYTES=18756 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua|static_asset|log_file_path,2021-10-22,2021-10-22T04:24:10-07:00,51.222.253.3,/self.logs/access.log.2018-05-24.gz,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /self.logs/error.log.2020-06-30.gz HTTP/1.1 STATUS=200 BYTES=2184 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua|static_asset|log_file_path,2021-10-22,2021-10-22T04:27:42-07:00,51.222.253.16,/self.logs/error.log.2020-06-30.gz,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /self.logs/access.log.2021-03-19.gz HTTP/1.1 STATUS=200 BYTES=12829 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua|static_asset|log_file_path,2021-10-22,2021-10-22T04:31:22-07:00,51.222.253.16,/self.logs/access.log.2021-03-19.gz,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /self.logs/access.log.2020-05-15.gz HTTP/1.1 STATUS=200 BYTES=9620 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua|static_asset|log_file_path,2021-10-22,2021-10-22T04:35:08-07:00,51.222.253.7,/self.logs/access.log.2020-05-15.gz,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /self.logs/error.log.2019-04-29.gz HTTP/1.1 STATUS=200 BYTES=15477 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua|static_asset|log_file_path,2021-10-22,2021-10-22T04:38:57-07:00,51.222.253.1,/self.logs/error.log.2019-04-29.gz,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /robots.txt HTTP/1.1 STATUS=200 BYTES=377 UA=""Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)""",,bot_like_ua,2021-10-22,2021-10-22T04:40:19-07:00,157.55.39.66,/robots.txt,200,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
"GET /Datasets Description/Network/http.html HTTP/1.1 STATUS=200 BYTES=1709 UA=""Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)""",,bot_like_ua,2021-10-22,2021-10-22T04:40:29-07:00,157.55.39.24,/Datasets Description/Network/http.html,200,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
"GET /self.logs/access.log.2020-10-26.gz HTTP/1.1 STATUS=200 BYTES=12128 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua|static_asset|log_file_path,2021-10-22,2021-10-22T04:42:49-07:00,51.222.253.13,/self.logs/access.log.2020-10-26.gz,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /self.logs/error.log.2017-10-17.gz HTTP/1.1 STATUS=200 BYTES=4081 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua|static_asset|log_file_path,2021-10-22,2021-10-22T04:46:33-07:00,51.222.253.13,/self.logs/error.log.2017-10-17.gz,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET / HTTP/1.1 STATUS=200 BYTES=13149 UA=""Mozilla/5.0 (Linux;u;Android 4.2.2;zh-cn;) AppleWebKit/534.46 (KHTML,like Gecko) Version/5.1 Mobile Safari/10600.6.3 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)""",,bot_like_ua,2021-10-22,2021-10-22T04:49:06-07:00,116.179.32.71,/,200,"Mozilla/5.0 (Linux;u;Android 4.2.2;zh-cn;) AppleWebKit/534.46 (KHTML,like Gecko) Version/5.1 Mobile Safari/10600.6.3 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
"GET / HTTP/1.1 STATUS=200 BYTES=13149 UA=""Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)""",,bot_like_ua,2021-10-22,2021-10-22T04:49:06-07:00,116.179.32.23,/,200,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)
"GET /GitHub-Mark.png HTTP/1.1 STATUS=200 BYTES=7519 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)""",,bot_like_ua|static_asset,2021-10-22,2021-10-22T04:49:06-07:00,116.179.37.136,/GitHub-Mark.png,200,Mozilla/5.0 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)
"GET /twitter-icon.png HTTP/1.1 STATUS=200 BYTES=27879 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)""",,bot_like_ua|static_asset,2021-10-22,2021-10-22T04:49:06-07:00,116.179.37.246,/twitter-icon.png,200,Mozilla/5.0 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)
"GET /css/style.css HTTP/1.1 STATUS=404 BYTES=291 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)""",,bot_like_ua|static_asset|status_404,2021-10-22,2021-10-22T04:49:06-07:00,116.179.37.59,/css/style.css,404,Mozilla/5.0 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)
"GET /twitter-icon.png HTTP/1.1 STATUS=200 BYTES=27879 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)""",,bot_like_ua|static_asset,2021-10-22,2021-10-22T04:49:07-07:00,116.179.37.206,/twitter-icon.png,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)"
"GET /GitHub-Mark.png HTTP/1.1 STATUS=200 BYTES=7519 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)""",,bot_like_ua|static_asset,2021-10-22,2021-10-22T04:49:07-07:00,116.179.37.72,/GitHub-Mark.png,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)"
"GET /css/style.css HTTP/1.1 STATUS=404 BYTES=291 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)""",,bot_like_ua|static_asset|status_404,2021-10-22,2021-10-22T04:49:07-07:00,116.179.37.217,/css/style.css,404,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)"
"GET /self.logs/error.log.2020-03-23 HTTP/1.1 STATUS=200 BYTES=307 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua|log_file_path,2021-10-22,2021-10-22T04:50:34-07:00,51.222.253.2,/self.logs/error.log.2020-03-23,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /self.logs/access.log.2017-11-05.gz HTTP/1.1 STATUS=200 BYTES=26646 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua|static_asset|log_file_path,2021-10-22,2021-10-22T04:54:16-07:00,51.222.253.20,/self.logs/access.log.2017-11-05.gz,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /robots.txt HTTP/1.1 STATUS=301 BYTES=495 UA=""Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)""",,bot_like_ua,2021-10-22,2021-10-22T04:54:37-07:00,71.13.87.122,/robots.txt,301,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
"GET /robots.txt HTTP/1.1 STATUS=200 BYTES=377 UA=""Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)""",,bot_like_ua,2021-10-22,2021-10-22T04:54:38-07:00,71.13.87.122,/robots.txt,200,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
"GET /   HTTP/1.1 STATUS=301 BYTES=427 UA=""Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)""",,bot_like_ua,2021-10-22,2021-10-22T04:54:40-07:00,71.13.87.122,/  ,301,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
"GET /Â Â HTTP/1.1 STATUS=404 BYTES=284 UA=""Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)""",,bot_like_ua|status_404,2021-10-22,2021-10-22T04:54:42-07:00,71.13.87.122,/Â Â,404,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
"GET /honeypot//""http://amunhoney.sourceforge.net//"" HTTP/1.1 STATUS=404 BYTES=250 UA=""Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)""",,bot_like_ua|status_404,2021-10-22,2021-10-22T04:54:44-07:00,71.13.87.122,"/honeypot//""http://amunhoney.sourceforge.net//""",404,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
"GET /honeypot//""http://glastopf.org//"" HTTP/1.1 STATUS=404 BYTES=284 UA=""Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)""",,bot_like_ua|status_404,2021-10-22,2021-10-22T04:54:48-07:00,71.13.87.122,"/honeypot//""http://glastopf.org//""",404,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
"GET /honeypot//""http://www.maxmind.com/"" HTTP/1.1 STATUS=404 BYTES=284 UA=""Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)""",,bot_like_ua|status_404,2021-10-22,2021-10-22T04:54:52-07:00,71.13.87.122,"/honeypot//""http://www.maxmind.com/""",404,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
"GET /honeypot//""https://twitter.com/sooshie/"" HTTP/1.1 STATUS=404 BYTES=284 UA=""Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)""",,bot_like_ua|status_404,2021-10-22,2021-10-22T04:54:55-07:00,71.13.87.122,"/honeypot//""https://twitter.com/sooshie/""",404,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
"GET /honeypot//""https://twitter.com/theroxyd/"" HTTP/1.1 STATUS=404 BYTES=284 UA=""Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)""",,bot_like_ua|status_404,2021-10-22,2021-10-22T04:54:59-07:00,71.13.87.122,"/honeypot//""https://twitter.com/theroxyd/""",404,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
"GET /self.logs/ HTTP/1.1 STATUS=200 BYTES=32315 UA=""Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)""",,bot_like_ua|log_file_path,2021-10-22,2021-10-22T04:55:02-07:00,71.13.87.122,/self.logs/,200,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
"GET /  HTTP/1.1 STATUS=404 BYTES=250 UA=""Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)""",,bot_like_ua|status_404,2021-10-22,2021-10-22T04:55:04-07:00,71.13.87.122,/ ,404,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
"GET / HTTP/1.1 STATUS=200 BYTES=13142 UA=""Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)""",,bot_like_ua,2021-10-22,2021-10-22T04:55:07-07:00,71.13.87.122,/,200,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
"GET /self.logs/access.log.2020-06-02.gz HTTP/1.1 STATUS=200 BYTES=19139 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua|static_asset|log_file_path,2021-10-22,2021-10-22T04:58:15-07:00,51.222.253.5,/self.logs/access.log.2020-06-02.gz,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /self.logs/access.log.2018-05-07.gz HTTP/1.1 STATUS=200 BYTES=20746 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua|static_asset|log_file_path,2021-10-22,2021-10-22T05:02:16-07:00,51.222.253.3,/self.logs/access.log.2018-05-07.gz,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /self.logs/access.log.2017-01-18.gz HTTP/1.1 STATUS=200 BYTES=15324 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",,bot_like_ua|static_asset|log_file_path,2021-10-22,2021-10-22T05:06:02-07:00,51.222.253.20,/self.logs/access.log.2017-01-18.gz,200,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)
"GET /css/style.css HTTP/1.1 STATUS=404 BYTES=328 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15""",,static_asset|status_404,2021-10-22,2021-10-22T05:09:23-07:00,35.40.124.17,/css/style.css,404,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15"
"GET /GitHub-Mark.png HTTP/1.1 STATUS=200 BYTES=7533 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15""",,static_asset,2021-10-22,2021-10-22T05:09:23-07:00,35.40.124.17,/GitHub-Mark.png,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15"
"GET /twitter-icon.png HTTP/1.1 STATUS=200 BYTES=27893 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15""",,static_asset,2021-10-22,2021-10-22T05:09:23-07:00,35.40.124.17,/twitter-icon.png,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15"
