row_idx,text,pred_label,max_prob,prob_threshold,dist_to_pred_centroid,class_distance_threshold,is_unknown,final_label,reject_reason
33,METHOD=HEAD PATH=/restore/backup.tar QUERY= PROTOCOL=HTTP/1.1,benign,0.8724952936172485,0.7608795523643493,7.009396076202393,8.26656985282898,0,benign,accepted
34,METHOD=HEAD PATH=/back/sql.sql QUERY= PROTOCOL=HTTP/1.1,benign,0.7855494618415833,0.7608795523643493,8.658321380615234,8.26656985282898,0,benign,accepted
35,METHOD=GET PATH=/.env QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.9371849894523621,0.7608795523643493,4.882995128631592,4.364269733428955,1,unknown,far_from_centroid
36,METHOD=HEAD PATH=/old/website.rar QUERY= PROTOCOL=HTTP/1.1,benign,0.8762133121490479,0.7608795523643493,7.044020175933838,8.26656985282898,0,benign,accepted
37,METHOD=HEAD PATH=/old/archive.zip QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.9135081171989441,0.7608795523643493,2.462120294570923,4.364269733428955,0,suspicious_path_probe,accepted
38,METHOD=HEAD PATH=/backup/www.zip QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.9538863301277161,0.7608795523643493,2.0036182403564453,4.364269733428955,0,suspicious_path_probe,accepted
39,METHOD=HEAD PATH=/restore/directory.tar QUERY= PROTOCOL=HTTP/1.1,benign,0.8273512125015259,0.7608795523643493,7.359799385070801,8.26656985282898,0,benign,accepted
40,METHOD=HEAD PATH=/backup/www.rar QUERY= PROTOCOL=HTTP/1.1,benign,0.8356220722198486,0.7608795523643493,7.982790470123291,8.26656985282898,0,benign,accepted
41,METHOD=HEAD PATH=/old/website.tar QUERY= PROTOCOL=HTTP/1.1,benign,0.8980427384376526,0.7608795523643493,6.612422943115234,8.26656985282898,0,benign,accepted
42,METHOD=HEAD PATH=/backups/sftp-config.json QUERY= PROTOCOL=HTTP/1.1,benign,0.7401503324508667,0.7608795523643493,7.868875980377197,8.26656985282898,0,benign,accepted
43,METHOD=HEAD PATH=/old/mysql.sql QUERY= PROTOCOL=HTTP/1.1,benign,0.8122850060462952,0.7608795523643493,7.530157566070557,8.26656985282898,0,benign,accepted
44,METHOD=HEAD PATH=/bak/.bash_history QUERY= PROTOCOL=HTTP/1.1,benign,0.6336433291435242,0.7608795523643493,8.169407844543457,8.26656985282898,0,benign,accepted
45,METHOD=HEAD PATH=/backup/bak.rar QUERY= PROTOCOL=HTTP/1.1,benign,0.7941470146179199,0.7608795523643493,8.11809253692627,8.26656985282898,0,benign,accepted
46,METHOD=GET PATH=/wp-content/upload.php QUERY= PROTOCOL=HTTP/1.1,command_exec,0.9879141449928284,0.7608795523643493,1.5586026906967163,4.200531862974167,0,command_exec,accepted
47,METHOD=HEAD PATH=/old/secrepo.com.rar QUERY= PROTOCOL=HTTP/1.1,benign,0.7711664438247681,0.7608795523643493,7.718992710113525,8.26656985282898,0,benign,accepted
48,METHOD=HEAD PATH=/back/.env QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.9367179274559021,0.7608795523643493,2.9904985427856445,4.364269733428955,0,suspicious_path_probe,accepted
49,METHOD=HEAD PATH=/backup/backup.sql.zip QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.7090303301811218,0.7608795523643493,4.137490749359131,4.364269733428955,1,unknown,low_confidence
50,METHOD=HEAD PATH=/backup/directory.rar QUERY= PROTOCOL=HTTP/1.1,benign,0.8408637642860413,0.7608795523643493,7.303802967071533,8.26656985282898,0,benign,accepted
51,METHOD=HEAD PATH=/backup/.env QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.9147696495056152,0.7608795523643493,2.683197021484375,4.364269733428955,0,suspicious_path_probe,accepted
52,METHOD=HEAD PATH=/BlockCypher.log QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.5932008624076843,0.7608795523643493,5.254220485687256,4.364269733428955,1,unknown,low_confidence+far_from_centroid
53,METHOD=HEAD PATH=/backup/www.tar QUERY= PROTOCOL=HTTP/1.1,benign,0.8659185171127319,0.7608795523643493,7.661191940307617,8.26656985282898,0,benign,accepted
54,METHOD=HEAD PATH=/restore/config.json QUERY= PROTOCOL=HTTP/1.1,benign,0.6266915202140808,0.7608795523643493,8.403106689453125,8.26656985282898,1,unknown,low_confidence+far_from_centroid
55,METHOD=GET PATH=/honeypot/BSidesDFW - 2014.ipynb QUERY= PROTOCOL=HTTP/1.1,benign,0.47107866406440735,0.7608795523643493,8.666391372680664,8.26656985282898,1,unknown,low_confidence+far_from_centroid
56,METHOD=HEAD PATH=/backups/sql.sql QUERY= PROTOCOL=HTTP/1.1,benign,0.8033005595207214,0.7608795523643493,8.314793586730957,8.26656985282898,0,benign,accepted
57,METHOD=HEAD PATH=/old/www.sql QUERY= PROTOCOL=HTTP/1.1,benign,0.802399218082428,0.7608795523643493,8.033272743225098,8.26656985282898,0,benign,accepted
58,METHOD=HEAD PATH=/www.tar QUERY= PROTOCOL=HTTP/1.1,benign,0.8809195160865784,0.7608795523643493,7.308866500854492,8.26656985282898,0,benign,accepted
59,METHOD=HEAD PATH=/www.sql QUERY= PROTOCOL=HTTP/1.1,benign,0.8115922212600708,0.7608795523643493,8.342653274536133,8.26656985282898,0,benign,accepted
60,METHOD=HEAD PATH=/config.json QUERY= PROTOCOL=HTTP/1.1,benign,0.6262380480766296,0.7608795523643493,8.395499229431152,8.26656985282898,1,unknown,low_confidence+far_from_centroid
61,METHOD=HEAD PATH=/backups/backup.gz QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.8683027625083923,0.7608795523643493,2.7393858432769775,4.364269733428955,0,suspicious_path_probe,accepted
62,METHOD=HEAD PATH=/old/credentials.txt QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.7763146162033081,0.7608795523643493,3.738701581954956,4.364269733428955,0,suspicious_path_probe,accepted
63,METHOD=HEAD PATH=/bak/website.tar QUERY= PROTOCOL=HTTP/1.1,benign,0.9183518886566162,0.7608795523643493,6.918187141418457,8.26656985282898,0,benign,accepted
64,METHOD=HEAD PATH=/public_html.rar QUERY= PROTOCOL=HTTP/1.1,benign,0.8095986843109131,0.7608795523643493,7.056525707244873,8.26656985282898,0,benign,accepted
65,METHOD=HEAD PATH=/old/public_html.tar QUERY= PROTOCOL=HTTP/1.1,benign,0.8364476561546326,0.7608795523643493,6.617912769317627,8.26656985282898,0,benign,accepted
66,METHOD=HEAD PATH=/restore/www.sql QUERY= PROTOCOL=HTTP/1.1,benign,0.8153199553489685,0.7608795523643493,8.324430465698242,8.26656985282898,0,benign,accepted
67,METHOD=HEAD PATH=/old/bak.tar QUERY= PROTOCOL=HTTP/1.1,benign,0.8282877206802368,0.7608795523643493,7.631936550140381,8.26656985282898,0,benign,accepted
68,METHOD=HEAD PATH=/restore/public_html.rar QUERY= PROTOCOL=HTTP/1.1,benign,0.8006472587585449,0.7608795523643493,7.182687759399414,8.26656985282898,0,benign,accepted
69,METHOD=HEAD PATH=/public_html.tar QUERY= PROTOCOL=HTTP/1.1,benign,0.8460547924041748,0.7608795523643493,6.735921382904053,8.26656985282898,0,benign,accepted
70,METHOD=HEAD PATH=/bak/public_html.rar QUERY= PROTOCOL=HTTP/1.1,benign,0.8511954545974731,0.7608795523643493,7.007031440734863,8.26656985282898,0,benign,accepted
71,METHOD=HEAD PATH=/backups/www.rar QUERY= PROTOCOL=HTTP/1.1,benign,0.844371497631073,0.7608795523643493,7.9402875900268555,8.26656985282898,0,benign,accepted
72,METHOD=HEAD PATH=/restore/bak.tar QUERY= PROTOCOL=HTTP/1.1,benign,0.8361143469810486,0.7608795523643493,7.715284824371338,8.26656985282898,0,benign,accepted
73,METHOD=GET PATH=/images/vuln.php QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.7414125204086304,0.7608795523643493,7.493696689605713,4.364269733428955,1,unknown,low_confidence+far_from_centroid
74,METHOD=HEAD PATH=/.env QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.9535261392593384,0.7608795523643493,2.6447815895080566,4.364269733428955,0,suspicious_path_probe,accepted
75,METHOD=HEAD PATH=/backups/website.rar QUERY= PROTOCOL=HTTP/1.1,benign,0.8788555860519409,0.7608795523643493,7.488851547241211,8.26656985282898,0,benign,accepted
76,METHOD=HEAD PATH=/dump.sql QUERY= PROTOCOL=HTTP/1.1,benign,0.766061007976532,0.7608795523643493,7.6102142333984375,8.26656985282898,0,benign,accepted
77,METHOD=HEAD PATH=/website.tar QUERY= PROTOCOL=HTTP/1.1,benign,0.9020530581474304,0.7608795523643493,6.732666969299316,8.26656985282898,0,benign,accepted
78,METHOD=HEAD PATH=/old/application.zip QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.9677985906600952,0.7608795523643493,2.5541276931762695,4.364269733428955,0,suspicious_path_probe,accepted
79,METHOD=HEAD PATH=/old/directory.rar QUERY= PROTOCOL=HTTP/1.1,benign,0.8444225192070007,0.7608795523643493,7.129095077514648,8.26656985282898,0,benign,accepted
80,METHOD=HEAD PATH=/back/backup.sql.tar QUERY= PROTOCOL=HTTP/1.1,benign,0.9461996555328369,0.7608795523643493,6.606167316436768,8.26656985282898,0,benign,accepted
81,METHOD=HEAD PATH=/old/backup.tar QUERY= PROTOCOL=HTTP/1.1,benign,0.8612228631973267,0.7608795523643493,6.892548561096191,8.26656985282898,0,benign,accepted
82,METHOD=HEAD PATH=/restore/directory.rar QUERY= PROTOCOL=HTTP/1.1,benign,0.7857651114463806,0.7608795523643493,7.624823093414307,8.26656985282898,0,benign,accepted
83,METHOD=HEAD PATH=/secrepo.com.sql QUERY= PROTOCOL=HTTP/1.1,benign,0.7423419952392578,0.7608795523643493,8.137246131896973,8.26656985282898,0,benign,accepted
84,METHOD=HEAD PATH=/backup/www.sql QUERY= PROTOCOL=HTTP/1.1,benign,0.8134523034095764,0.7608795523643493,8.457496643066406,8.26656985282898,0,benign,accepted
85,METHOD=HEAD PATH=/back/config.json QUERY= PROTOCOL=HTTP/1.1,benign,0.6774078607559204,0.7608795523643493,8.42409896850586,8.26656985282898,1,unknown,low_confidence+far_from_centroid
86,METHOD=POST PATH=/uploads/dede/sys_verifies.php QUERY=action=down PROTOCOL=HTTP/1.1,command_exec,0.9940747618675232,0.7608795523643493,2.405484676361084,4.200531862974167,0,command_exec,accepted
87,METHOD=HEAD PATH=/restore/www.rar QUERY= PROTOCOL=HTTP/1.1,benign,0.8548281192779541,0.7608795523643493,7.738837242126465,8.26656985282898,0,benign,accepted
88,METHOD=HEAD PATH=/back/credentials.txt QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.7516415119171143,0.7608795523643493,3.6894724369049072,4.364269733428955,1,unknown,low_confidence
89,METHOD=HEAD PATH=/backups/backup.rar QUERY= PROTOCOL=HTTP/1.1,benign,0.8407009840011597,0.7608795523643493,7.4057512283325195,8.26656985282898,0,benign,accepted
90,METHOD=HEAD PATH=/back/backup.tar QUERY= PROTOCOL=HTTP/1.1,benign,0.8705723285675049,0.7608795523643493,7.27744722366333,8.26656985282898,0,benign,accepted
91,METHOD=HEAD PATH=/backup/secrepo.com.sql QUERY= PROTOCOL=HTTP/1.1,benign,0.7713369727134705,0.7608795523643493,8.185704231262207,8.26656985282898,0,benign,accepted
92,METHOD=HEAD PATH=/bak/config.json QUERY= PROTOCOL=HTTP/1.1,benign,0.7450026869773865,0.7608795523643493,7.996385097503662,8.26656985282898,0,benign,accepted
93,METHOD=HEAD PATH=/bak/secrepo.com.tar.gz QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.6580438017845154,0.7608795523643493,4.203619003295898,4.364269733428955,1,unknown,low_confidence
94,METHOD=GET PATH=/index.php QUERY=s=admin/\think\app/invokefunction&function=base64_encode&vars[]=ck996789baidu.com PROTOCOL=HTTP/1.1,command_exec,0.8488401770591736,0.7608795523643493,5.0991740226745605,4.200531862974167,1,unknown,far_from_centroid
95,METHOD=HEAD PATH=/backup/website.tar QUERY= PROTOCOL=HTTP/1.1,benign,0.8870225548744202,0.7608795523643493,7.200955867767334,8.26656985282898,0,benign,accepted
96,METHOD=HEAD PATH=/backups/.well-known.zip QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.9854051470756531,0.7608795523643493,3.5559237003326416,4.364269733428955,0,suspicious_path_probe,accepted
97,METHOD=HEAD PATH=/back/public_html.rar QUERY= PROTOCOL=HTTP/1.1,benign,0.8268799781799316,0.7608795523643493,7.38162899017334,8.26656985282898,0,benign,accepted
98,METHOD=HEAD PATH=/backup/directory.tar QUERY= PROTOCOL=HTTP/1.1,benign,0.8599703311920166,0.7608795523643493,7.17672061920166,8.26656985282898,0,benign,accepted
99,METHOD=HEAD PATH=/back/secrepo.com.sql QUERY= PROTOCOL=HTTP/1.1,benign,0.7436618804931641,0.7608795523643493,8.47226333618164,8.26656985282898,1,unknown,low_confidence+far_from_centroid
100,METHOD=GET PATH=/robots.txt QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.5793207883834839,0.7608795523643493,7.179324150085449,4.364269733428955,1,unknown,low_confidence+far_from_centroid
101,METHOD=HEAD PATH=/wallet.dat QUERY= PROTOCOL=HTTP/1.1,benign,0.760085940361023,0.7608795523643493,7.3981523513793945,8.26656985282898,0,benign,accepted
102,METHOD=GET PATH=/ups.php QUERY= PROTOCOL=HTTP/1.1,command_exec,0.8918846845626831,0.7608795523643493,5.077455997467041,4.200531862974167,1,unknown,far_from_centroid
103,METHOD=HEAD PATH=/backups/.env QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.9173890352249146,0.7608795523643493,2.719332695007324,4.364269733428955,0,suspicious_path_probe,accepted
104,METHOD=HEAD PATH=/bak/public_html.tar QUERY= PROTOCOL=HTTP/1.1,benign,0.88421231508255,0.7608795523643493,6.649054527282715,8.26656985282898,0,benign,accepted
105,METHOD=HEAD PATH=/website.rar QUERY= PROTOCOL=HTTP/1.1,benign,0.8799512386322021,0.7608795523643493,7.131472587585449,8.26656985282898,0,benign,accepted
106,METHOD=HEAD PATH=/back/.well-known.zip QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.9893600940704346,0.7608795523643493,3.756941556930542,4.364269733428955,0,suspicious_path_probe,accepted
107,METHOD=HEAD PATH=/bak/www.sql QUERY= PROTOCOL=HTTP/1.1,benign,0.8682331442832947,0.7608795523643493,8.261894226074219,8.26656985282898,0,benign,accepted
108,METHOD=HEAD PATH=/back/backup.sql QUERY= PROTOCOL=HTTP/1.1,benign,0.8498870730400085,0.7608795523643493,7.808920860290527,8.26656985282898,0,benign,accepted
109,METHOD=HEAD PATH=/old/secrepo.com.sql QUERY= PROTOCOL=HTTP/1.1,benign,0.7544158697128296,0.7608795523643493,7.9856791496276855,8.26656985282898,0,benign,accepted
110,METHOD=HEAD PATH=/backup.sql.tar QUERY= PROTOCOL=HTTP/1.1,benign,0.9442021250724792,0.7608795523643493,6.586369514465332,8.26656985282898,0,benign,accepted
111,METHOD=HEAD PATH=/backups/secrepo.com.rar QUERY= PROTOCOL=HTTP/1.1,benign,0.7746753096580505,0.7608795523643493,7.945575714111328,8.26656985282898,0,benign,accepted
112,METHOD=HEAD PATH=/restore/website.tar QUERY= PROTOCOL=HTTP/1.1,benign,0.8963223099708557,0.7608795523643493,6.874403953552246,8.26656985282898,0,benign,accepted
113,METHOD=HEAD PATH=/backup/backup.sql QUERY= PROTOCOL=HTTP/1.1,benign,0.8369605541229248,0.7608795523643493,7.803731441497803,8.26656985282898,0,benign,accepted
114,METHOD=HEAD PATH=/old/credentials.txt QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.776314377784729,0.7608795523643493,3.7387020587921143,4.364269733428955,0,suspicious_path_probe,accepted
115,"METHOD=GET PATH=/uploads/dede/sys_verifies.php QUERY=action=getfiles&refiles[0]=123&refiles[1]=\"";eval($_POST[ysy]);die();// PROTOCOL=HTTP/1.1",command_exec,0.9964134097099304,0.7608795523643493,3.254598379135132,4.200531862974167,0,command_exec,accepted
116,METHOD=HEAD PATH=/old/directory.tar QUERY= PROTOCOL=HTTP/1.1,benign,0.8646928668022156,0.7608795523643493,6.923270225524902,8.26656985282898,0,benign,accepted
117,METHOD=HEAD PATH=/restore/secrepo.com.sql QUERY= PROTOCOL=HTTP/1.1,benign,0.7409300804138184,0.7608795523643493,8.086664199829102,8.26656985282898,0,benign,accepted
118,METHOD=POST PATH=/FCKeditor/editor/filemanager/connectors/asp/connector.asp QUERY=Command=FileUpload&Type=File&CurrentFolder=/ PROTOCOL=HTTP/1.1,command_exec,0.6292096376419067,0.7608795523643493,6.719114303588867,4.200531862974167,1,unknown,low_confidence+far_from_centroid
119,METHOD=HEAD PATH=/back/application.zip QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.9727330803871155,0.7608795523643493,2.181657075881958,4.364269733428955,0,suspicious_path_probe,accepted
120,METHOD=GET PATH=/Datasets Description/PE_malware/VirusShare.html QUERY= PROTOCOL=HTTP/1.1,benign,0.6277210116386414,0.7608795523643493,7.372725963592529,8.26656985282898,0,benign,accepted
121,METHOD=HEAD PATH=/backup/website.rar QUERY= PROTOCOL=HTTP/1.1,benign,0.8704212307929993,0.7608795523643493,7.44362211227417,8.26656985282898,0,benign,accepted
122,METHOD=HEAD PATH=/sql.sql QUERY= PROTOCOL=HTTP/1.1,benign,0.7825855612754822,0.7608795523643493,8.11651611328125,8.26656985282898,0,benign,accepted
123,METHOD=HEAD PATH=/restore/credentials.txt QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.7558719515800476,0.7608795523643493,3.822528839111328,4.364269733428955,1,unknown,low_confidence
124,METHOD=GET PATH=/assets/plugins/fileupload/server/php/index.php QUERY=file=tf2rghf.jpg PROTOCOL=HTTP/1.1,command_exec,0.9790008664131165,0.7608795523643493,2.3643798828125,4.200531862974167,0,command_exec,accepted
125,METHOD=GET PATH=/upload.php QUERY= PROTOCOL=HTTP/1.1,command_exec,0.9876717329025269,0.7608795523643493,1.8229122161865234,4.200531862974167,0,command_exec,accepted
126,METHOD=HEAD PATH=/restore/sql.sql QUERY= PROTOCOL=HTTP/1.1,benign,0.7933555841445923,0.7608795523643493,8.13354778289795,8.26656985282898,0,benign,accepted
127,METHOD=HEAD PATH=/backups/application.zip QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.96176677942276,0.7608795523643493,2.701399326324463,4.364269733428955,0,suspicious_path_probe,accepted
128,METHOD=HEAD PATH=/backups/secrepo.com.sql QUERY= PROTOCOL=HTTP/1.1,benign,0.758806586265564,0.7608795523643493,8.18553638458252,8.26656985282898,0,benign,accepted
129,METHOD=HEAD PATH=/old/public_html.rar QUERY= PROTOCOL=HTTP/1.1,benign,0.8048933148384094,0.7608795523643493,6.940990447998047,8.26656985282898,0,benign,accepted
130,METHOD=HEAD PATH=/bak/secrepo.com.sql QUERY= PROTOCOL=HTTP/1.1,benign,0.793504536151886,0.7608795523643493,8.172118186950684,8.26656985282898,0,benign,accepted
131,METHOD=GET PATH=/honeypot/bsidesdfw - 2014.ipynb QUERY= PROTOCOL=HTTP/1.1,benign,0.47443899512290955,0.7608795523643493,8.70966911315918,8.26656985282898,1,unknown,low_confidence+far_from_centroid
132,METHOD=GET PATH=/self.logs/ QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.6104104518890381,0.7608795523643493,7.245535850524902,4.364269733428955,1,unknown,low_confidence+far_from_centroid
133,METHOD=HEAD PATH=/restore/public_html.zip QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.9421376585960388,0.7608795523643493,1.8201444149017334,4.364269733428955,0,suspicious_path_probe,accepted
134,METHOD=HEAD PATH=/backup/latest.zip QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.96781986951828,0.7608795523643493,1.866301417350769,4.364269733428955,0,suspicious_path_probe,accepted
135,METHOD=HEAD PATH=/restore/website.rar QUERY= PROTOCOL=HTTP/1.1,benign,0.8753902316093445,0.7608795523643493,7.2035722732543945,8.26656985282898,0,benign,accepted
136,METHOD=HEAD PATH=/bak/backup.tar QUERY= PROTOCOL=HTTP/1.1,benign,0.8827317953109741,0.7608795523643493,7.12936544418335,8.26656985282898,0,benign,accepted
137,METHOD=HEAD PATH=/restore/backup.sql.tar QUERY= PROTOCOL=HTTP/1.1,benign,0.9452795386314392,0.7608795523643493,6.319090366363525,8.26656985282898,0,benign,accepted
138,METHOD=HEAD PATH=/bak/secrepo.com.rar QUERY= PROTOCOL=HTTP/1.1,benign,0.7734488248825073,0.7608795523643493,8.081133842468262,8.26656985282898,0,benign,accepted
139,METHOD=HEAD PATH=/bak/www.tar QUERY= PROTOCOL=HTTP/1.1,benign,0.8920510411262512,0.7608795523643493,7.5425028800964355,8.26656985282898,0,benign,accepted
140,METHOD=HEAD PATH=/bak/credentials.txt QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.6604499816894531,0.7608795523643493,4.238759517669678,4.364269733428955,1,unknown,low_confidence
141,METHOD=HEAD PATH=/back/backup.rar QUERY= PROTOCOL=HTTP/1.1,benign,0.830445408821106,0.7608795523643493,7.624356269836426,8.26656985282898,0,benign,accepted
142,METHOD=GET PATH=/.git/config QUERY= PROTOCOL=HTTP/1.1,suspicious_path_probe,0.9171122908592224,0.7608795523643493,4.691985130310059,4.364269733428955,1,unknown,far_from_centroid
